reviewHeadline,authorJobLocation,reviewDescription,company,compensationAndBenefitsRating,authorJob,cultureAndValuesRating,workLifeBalanceRating,careerOpportunitiesRating,seniorLeadershipRating,reviewDate
Fun Place to work at,Cairo,It is a fun place with a perfect environment but not good compensation. Salaries lower than the market and career path is unclear.,BNP Paribas,2.0,"Retail Integration Officer (Ancien employé), ",2.0,3.0,2.0,3.0,1 avril 2014
Very good experience,"São Paulo, SP","I learned and improved many skills working at BNP Paribas such as Silverlight, Entity Framework, SQL Server, etc.,The atmosphere was really comfortable and my co-workers were very funny.",BNP Paribas,5.0,"Systems Analyst (Ancien employé), ",4.0,4.0,4.0,3.0,30 mars 2014
"• 10 Years of industrial experience in full software development life cycle involving analysis, design, development, deployment, testing, documentatio","Newport, NJ","• 6 years of experience in ECM products – Including Livelink, FileNet Image Manager, FileNet P8, and Livelink administration installation/upgrade, configuration, support and enhancements activities.,• Trained by OpenText in Livelink System Administrator (OTLSA) and Livelink Solution Developer Tracks.,• FileNet Certified Professional (FCP) in P8 4.0 Administrator and Developer tracks.,• Mentor new resources and junior members through appropriate knowledge management practices and using appropriate technology/process tools.,• Perform Project Lead and team management role as and when required for new transitions till it reaches steady state.",BNP Paribas,5.0,"Delivery Project Lead (Employé actuel), ",5.0,5.0,5.0,5.0,20 mars 2014
Work culture,"Chennai, TN","I am working at BNP Paribas full-time for more than 2 year, very employee friendly, gives freedom to work. The best part about working at BNP Paribas was that you knew exactly what you had to do each day. There was no ambiguity involved.,Of course few politics happens in and around, with some job pressure like extending work hours etc.,",BNP Paribas,3.0,"Associate level 1 in (Employé actuel), ",4.0,4.0,4.0,3.0,20 mars 2014
Could be better,"NYC, SF","Good people, poor management.,Bank was too conservative and needs a more customer service attitude",BNP Paribas,3.0,"Sales Associate - Fixed Income Sales (Ancien employé), ",3.0,3.0,3.0,3.0,13 mars 2014
Fun workplace,"Hong Kong, HKI",Conduct research in companies under coverage and work with sales force to promote research products to clients.,BNP Paribas,4.0,"Research analyst (Employé actuel), ",4.0,4.0,4.0,4.0,11 mars 2014
Professional workplace Atmosphere,"New York, NY","Great experience working with Asia. Being the only Roadshow Coordinator and Executive Assistant to Asia desk, I had the opportunity to travel several times with different conferences and dealt with many Corporates from ASIA. I love the diverse cultural backgrounds I've been exposed. Every day is a new experience when dealing with so many different Analysts and Corporates.",BNP Paribas,2.0,"Roadshow Coordinator / Assistant to Asia Desk (Employé actuel), ",3.0,3.0,3.0,2.0,9 mars 2014
local agradável,"São Paulo, SP","Colegas de trabalhos maravilhosos,ambiente também ,maravilhoso.",BNP Paribas,5.0,"ATENDENTE DE SINISTRO OU SAC (Ancien employé), ",5.0,5.0,4.0,5.0,9 mars 2014
Senior IT Support,Cairo,Handling the implementation of new IT projects & insures the involvement of BNPP Egypt business lines.,BNP Paribas,3.0,"Senior IT Supervisor (Ancien employé), ",3.0,3.0,3.0,3.0,8 mars 2014
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
Good workplace in London,"London, OH",This company could be great if you succeed to evolve. But your first position is really important for the next steps in your career,BNP Paribas,3.0,"Corporate actions and Index analyst (Employé actuel), ",3.0,4.0,2.0,3.0,2 décembre 2013
Great place to be for earning & learning's,Mumbai,"Great place to be for earning & learning's, I found BNP is one of the best place in world to be work with. I will surely like to join the place if I get an opportunity.",BNP Paribas,4.0,"Manager - IT Infrastructure & Production (Employé actuel), ",4.0,4.0,4.0,4.0,30 novembre 2013
Its been a very good experience in all aspects,Mumbai,"Its been a very good experience in all aspects.,very good working conditions where everyone understands you and acknowledges your contributions towards work.",BNP Paribas,4.0,"Business Analyst (Employé actuel), ",4.0,4.0,4.0,4.0,28 novembre 2013
frustrating place to work,"New York, NY","very short term management plans, bias towards french ex pats.",BNP Paribas,3.0,"Director - Equity Derivatives Sales Trading (Ancien employé), ",1.0,3.0,1.0,1.0,12 novembre 2013
very productive and professional yet relaxed in the sense that you can make the job your own,London City,"Good departmental setup, resources and trust, job can be hard but there was nobody breathing down my neck, I was responsible and had to report back but there was no constant intervention, my ability was trusted to get on with the tasks at hand, that said if there was confusion on my part, help was both accessible and approachable.",BNP Paribas,4.0,"Projects assistant (Ancien employé), ",4.0,4.0,2.0,4.0,11 novembre 2013
Awesome job to start up for my career.,"Chennai, TN",My job was quite stressful. But i was enjoying because the environment was awesome. Excellent team members with lots of fun. We help each other in completing on time. So that our entire team gets the gets the reward. I learned lot of thing practically. The concept what i read in my college days I applied the same in my job. Each day was very new to me because all the funds don't work in the same process. Each funds has its own time and own process to calculate the NAV. The stressful thing in the job is we don't know when the pricing is given. We need to wait for the pricing. It may come quickly or it may get delayed by an hour or more than that. From the pricing is inn timing we have just twenty to thirty mins to send the fund. Within the short time its quite difficult to finish the process for ten to fifteen funds at a time.,BNP Paribas,4.0,"Associate (Ancien employé), ",5.0,4.0,5.0,4.0,11 novembre 2013
Proactive and efficient,Central,"- to hold responsibilities in a pressurized environment,- to develop essential skills to perform in the Capital Markets world,- to implement and challenge theoretical and technical fundamentals I learned throughout my studies",BNP Paribas,0.0,"Secondary Trader (Employé actuel), ",0.0,0.0,0.0,0.0,8 novembre 2013
Sehr Produktiver Arbeitsort,"Wien, W","Beste Arbeitsplatz, leider mit befristeter Vertrag. Sonst würde ich sehr gerne weiterhin hier arbeiten.",BNP Paribas,4.0,"Mitarbeiterin im Vertriebsinnendienst (Ancien employé), ",4.0,4.0,4.0,4.0,6 novembre 2013
"Productive, very detail oriented and analytical with client relationship development",Lisbon,"Managed clients’ financial instruments portfolio; Made the input of operations in the German market and cross borders to other world markets; Met time deadlines for accounts; Ensured the good quality of service providing and finding the right balance between the client's and company's interests, as well as ensuring that all risks associated to each task were identified and avoided; Mainteined relationship with clients and interacted with counterparties as well as,with other financial intermediaries/ institutions (in english language exclusively).",BNP Paribas,3.0,"Account Manager (Employé actuel), ",5.0,4.0,4.0,4.0,5 novembre 2013
administratief werk,"Aalst, NB","Ik heb er aan het onthaal gestaan, Ik heb er getelefoneerd en doorverbonden, ik heb beeldschermwerk gedaan. Ik heb ook geklasseerd. Ook heb ik de atm eens aangevuld.",BNP Paribas,4.0,"Twee weken stage gelopen (Ancien employé), ",4.0,4.0,4.0,3.0,22 octobre 2013
Great Company with good people,"New York, NY",Dedicated co-workers who are willing to share to accomplish the goal. Dedicated managers who are dedicated in providing feedback and constructive criticism to improve overall performance. Typically long hours revolving around production support including holidays and weekends.,BNP Paribas,3.0,"E-content Application Developer (Ancien employé), ",4.0,3.0,4.0,3.0,18 octobre 2013
work culture is good,"Mumbai, MH","Its bank and application using all the latest technology due to which I got a chance to learn new technologies.,Good work culture.",BNP Paribas,5.0,"Senior Software Engineer (Employé actuel), ",5.0,5.0,5.0,5.0,17 octobre 2013
Fast Pace Environment,London,"In a fast pace environment, support 4 teams within securitisation. Duties consist of complex and ever changing travel, processing expenses, processing invoices from 3rd parties; preparing and issuing invoices to clients. When managing people, some colleagues must take priority over others, especially those who constantly travel.",BNP Paribas,0.0,"Personal Assistant, Securitisation Team (Employé actuel), ",0.0,0.0,0.0,0.0,14 octobre 2013
Gran empresa,"Ciudad de México, DIF","Crecimiento constante, donde aprendi mucho cada dia,Me permito enviarle mi Currículum Vitae.,Durante los últimos años he prestado mis servicios en empresas de cobranza. He implementado controles, reportes y estrategias de alto impacto (mails masivos, campañas de SMS, IVR's, etc),Tengo la experiencia para focalizar los esfuerzos y mejorar la calidad en las actividades diarias, habilidad para identificar oportunidades y accionarlas, así como la presentación de las acciones a seguir a diferentes niveles de la organización.",BNP Paribas,5.0,"Analista de Calidad (Ancien employé), ",5.0,5.0,5.0,5.0,9 octobre 2013
Great Enivorment to Develop Analytical Business Skills,"Toronto, ON",Researched prospective clients on behalf of Senior Coverage Officers. Performed due diligence on current large multinational clients to assess credit worthiness. Recommended internal credit ratings that were ultimately used in credit lending decisions.,BNP Paribas,0.0,"Corporate & Investment Banking - Credit Analyst (Employé actuel), ",0.0,0.0,0.0,0.0,24 septembre 2013
Assistant Manager Client Static Data Management,"Chennai, TN"," Taking care of the client’s static management., Providing satisfactory services to numerous Institutional International Clients in Custody Operations, Fund Services, Settlement, Corporate Action, Money Transfers which involves:, Account Opening (Pivot, Nostro, Securities, Safekeeping, Cash., Account Amendments., Account Closure/ Reopening., Client Subscription Reporting, etc., Client Ledger Journal Entry Processing, Client Securities Creation (Processing and Validation), Reconciliation of Cash, Nostro, Pivot, Positions, Resolution of Outstanding breaks, Acting as SPOC for Hub Application User Access Maintenance (System Administration)., Meeting & exceeding the agreed KPI’s for each of the functions managed on a month-on-month basis to ensure consistency of team’s performance., Developing suitable Client Satisfaction Feedback aligned to the process managed., Establishing input delivery standards for process in agreed partnership with spokes & Hub., Evaluating and updating the operating procedures for function to obtain satisfy audit reports",BNP Paribas,4.0,"Assistant Manager (Ancien employé), ",4.0,4.0,4.0,4.0,20 septembre 2013
Productive fast pace learning environment,"Jersey City, NJ","My typical day at work was to respond to Customers inquiries.,My co workers were in Jersey City as well as Canada and we all worked as a team. Management always updated us on compliance issues with training classes and day to day routine. The hardest part of my job was to restrain from helping my co workers to keep my numbers from falling. The most enjoyable part of the job was helping our customers.",BNP Paribas,4.0,"Customer Service Specialist (Ancien employé), ",4.0,5.0,1.0,4.0,18 septembre 2013
A fun workplace,"London, ENG","Large French investment bank based in Marylebone, London. As a switchboard operator my role included answering around 800 calls daily, deputising for the switchboard supervisor and training temporary staff on a Meridian-based system. Experience of conference booking and handling client queries in a Financial Services industry.",BNP Paribas,3.0,"Switchboard Operator (Ancien employé), ",3.0,4.0,3.0,3.0,18 septembre 2013
w miejscu pracy panowałą dobra atmosfera,Myszków,"moja praca codziennie zaczynała się od sprawdzenia bieżących spraw,przeczytania maeli z nowymi rozporządzeniami.Następnie obsługa klienta i bieżąca papierkowa praca.W wolnej chwili,kiedy nie był klientów w placówce realizowanie nowych szkoleń.Kierownictwo bardzo pomagało w sprawach trudnych,współpracownicy bardzo pomocni i lojalni.Najprzyjemniejszą częścią pracy było zadowolenie klientów,ich uśmiech i miłe słowo.Najbardziej stresująca część dnia to podliczanie kasy na koniec.",BNP Paribas,2.0,"kasjer-doradca klienta (Ancien employé), ",3.0,3.0,2.0,2.0,17 septembre 2013
fast-paced trading environment,New York NY,"Long hours,Learned a lot of data analysis,few possibilities for career adnavcement,for non-French people",BNP Paribas,3.0,"Senior Quantitative Researcher (Ancien employé), ",3.0,3.0,3.0,3.0,13 septembre 2013
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
MD took me under his wing,"New York, NY",I learned so much working for them. Kept me busy and got me licensed and improved my skills,BNP Paribas,5.0,"Executive Assistant to Head of Equity (Ancien employé), ",5.0,4.0,5.0,5.0,3 septembre 2013
balanced Work/life with great Co-workers,London,"I travelled up London on the train, followed by a 5 mile cycle across town to my place of which was based in Moorgate. I would start at 9am and finish around 5-5:15pm. Throughout the day I would be working towards the production of daily NAV’s and prices for the various life and pension unit linked fund in a time critical environment, as well as any Adhoc process needing to be completed.,I learned various new job processes & how to use new systems, Hiportfolio, Lotus Notes, the most enjoyable skill learnt was my extensive knowledge of Excel ( intermediate / advanced & VBA) and being able to use that to help the department streamline process and save time.,I enjoyed my time at BNP Paribas and that was helped by my co-workers, they were fun and easy to get along with, we worked well as individuals and as a team.,The hardest part of the job for me was learning a completely new job, however; that was also one of the most enjoyable parts as not having any accountancy experience before taking on the role, I was able to learn on the job and could show my new employer what I can do and how committed to the job I was, I found the this job very satisfying as at the end of each day you had something to show for it.",BNP Paribas,3.0,"Life Fund Accountant (Ancien employé), ",4.0,3.0,3.0,4.0,2 septembre 2013
Overall a great work environment,"New York, NY","Worked with smart and fun individuals that made the overall experience very positive.,They allowed me to accomplish various goals throughout my career.",BNP Paribas,3.0,"Vice-President (Ancien employé), ",4.0,4.0,3.0,3.0,1 septembre 2013
see below,Kingdom of Bahrain,"- Work start with urgent issue of Counter Guarantees received from third Bank for Tender Submissions, that too in large values with multiple currencies.,- To cope the urgency in a limited period of time.,- Cooperative on urgency.,- Very much cooperative on urgency.,- To adhere the time limit to the client.,- When the management/client is appreciating the work done in a time frame required by them.",BNP Paribas,3.0,"Head/Supervisor of the Section (Guarantees). (Ancien employé), ",3.0,3.0,3.0,3.0,22 août 2013
Productive with chess,Bulgaria\Sliven,I managed and controlled all activities in my branch. I about bank management.,BNP Paribas,5.0,"Team Manager (Ancien employé), ",5.0,5.0,5.0,5.0,13 août 2013
Banking Expert,"Dubai, DU","Working for seven years learnt a lot and I became an Banking Expert.,Its great working at BNP Paribas, but I am looking for a change now for better position and to have exposure and learn further.",BNP Paribas,3.0,"Associate Senior Officer (Employé actuel), ",5.0,3.0,5.0,3.0,8 août 2013
Internal audit,"New York, NY","Great place to work.,Good co workers, many audit missions accross the bank.",BNP Paribas,0.0,"Inspection Generale - (Employé actuel), ",0.0,0.0,0.0,0.0,3 août 2013
Dont expect the world of you,Sacramento,"but will replace you in a second if they have to. Not the best bank to work for. not the worst, either.",BNP Paribas,3.0,"Bilingual Tel. Banking Manager, Omaha/Fargo (Ancien employé), ",3.0,4.0,1.0,2.0,23 juillet 2013
Buen ambiente de trabajo,"Ciudad de México, DIF","Es una Emrpesa avalada y respaldada por BNP Paribas, el Banco número uno de Paris y el quinto a nivel Europeo, lo cual brinda seguridad laboral, estabilidad, reponsabilidad y compromiso.",BNP Paribas,5.0,"Coordinador de Analistas TMK (Employé actuel), ",4.0,2.0,2.0,3.0,17 juillet 2013
good,787 7th ave,"Good job poor managment, the IT managers do not know IT as well as the the technicians and have poor moral values other wise the company culture was great",BNP Paribas,3.0,"Audio Visual Technician (Ancien employé), ",3.0,3.0,2.0,1.0,17 juillet 2013
Good place to work.,"Chennai, TN","Helped to learn Capital market and its instruments.,Gained knowledge over Multifonds Application.,Best work environment.",BNP Paribas,4.0,"Associate level 1 (Employé actuel), ",4.0,3.0,4.0,4.0,13 juillet 2013
productive and a learning experience,Luxembourg,"Come into the office from 9am.-6pm. or 8am.-5pm. And start on your daily tasks overall it was one main job that was due to be completed in the months time. For example doing all the archives of the group in our section in the office along with taking daily statistic of peoples daily call, email logs etc. Learned how do do statistics. Computer programes such as excel word. Also the scanners and printers. Co-workers were great sometimes hard to comunicate with as it was a french based work environment.",BNP Paribas,5.0,"Student Job (Ancien employé), ",4.0,5.0,5.0,5.0,11 juillet 2013
average working place,chennai tamil nadu,"it is a good experince Key Deliverables:, Migrated the critical business from Belgium to India while monitoring the team performance and co-ordinating between the client management desk & operation desk., Manual booking of trade & processing the confirmation., Prepared SOP for accounting folder to process the trade., Matching of the xx currency trades., Processing trades in investigation & accounting folder., I have trained new member of the team on different folder like accounting, currency currency trade., Sending EOD report, taking escalation query & daily call., I handled the team of 8 members in the absence of my team lead., Chased broker for confirmation , cancelled trades & liaised with trader to trim down the discrepancy in trade booking,Process improvement, Automation of xx-currency trade. It saved around 10 minutes per trade & reduced the chances of failing of trade in market, Coordinator between client management desk, Belgium op’s team & broker to book the trade in correct split. This will reduce our work to around 60%., Identify wrong floor code + commercial centre allocated to trader wrongly & liaising with on boarding team to change the set up in trade flow. It will reduce unnecessary monitoring and handling of trade., Prepared self explanatory working procedure (SOP). It will help even a layman to process the trade in accounting folder,working with a french bank.",BNP Paribas,3.0,"senior associate (Employé actuel), ",2.0,3.0,3.0,3.0,8 juillet 2013
Experienced staff,"London, ENG","Currently, I am in charge of assessing the counterparty/credit risks attached to the portfolio by reviewing/analysing the counterparty's strategy, performance and infrastructure (risk and operations).,As one of my colleague is in maternity leave, and the other colleague just left the company, I am in charge of all daily activities and report directly to the manager. Therefore, it is not always easy to finish all work and this oblige me to stay later every evening. I can learn more from my manager as I am alone.,As I am rigorous, able towork quickly I am able to submit all prioritized file at the deadline.",BNP Paribas,3.0,"Credit Risk Analyst (Employé actuel), ",3.0,3.0,3.0,3.0,6 juillet 2013
xcellent working enviroment,"Miami, FL","Very good company to work for,Great working conditions,Customer relations,Very good professionals,Friendly and supportive staff",BNP Paribas,4.0,"Assistant Relationship Manager / CST (Ancien employé), ",4.0,4.0,4.0,5.0,25 juin 2013
Reputed Company,"Mumbai, MH",This again was an internship. I had a good time learning a few aspects about financial movements in a multinational bank.,BNP Paribas,3.0,"Management Trainee (Ancien employé), ",3.0,3.0,3.0,3.0,13 juin 2013
40 jaren dienst,"Heusden-Zolder, VLG","veel mensenkennis opgedaan en een erg lange loop baan, altijd erg mijn best gedaan en vele klanten tevreden gesteld",BNP Paribas,0.0,"40 jaar bewerkt bij een grote bank (Ancien employé), ",0.0,0.0,0.0,0.0,11 juin 2013
Productive and career-builder place to work,Paris,"My working schedule was reasonable and well-organized.,Even if BNP Paribas is a huge company and you would imagine building your network there would be difficult, I actually enjoyed a lot working with my team which was actually small. My co-workers were friendly and we all communicated well and got along with each other easily, which helped us being very efficient.,The compensation is very interesting even for an intern, and I know that contracted employees benefit of a lot of advantages and employment security.",BNP Paribas,5.0,"Internal Communication Assistant - GHR (Ancien employé), ",5.0,4.0,5.0,4.0,6 juin 2013
Empresa de grande porte e de forte renome no setor.,"São Paulo, SP","A empresa me deu grande autonomia para meu início de carreira, tive amplo aprendizado, com isso, me proporcionou um bom crescimento profissional.,A emprega exige muito de seus funcionário, é um ambiente de alto grau de trabalho e pressão.,A parte mais difícil foi aprender e me virar sozinho, com pouco suporte para treinamento e grande cobrança.,A parte agradável é todo o dia a dia, onde posso fazer o que gosto.",BNP Paribas,3.0,"Advisor Jr. (Employé actuel), ",4.0,3.0,3.0,3.0,3 juin 2013
A bank with below market compensation levels but good benefits,"New York, NY","Operations suck no matter where you go. It doesn't matter if it's with an American bank or foreign bank. At BNP Paribas, if you're luckly enough to be under a good manager, then you're life should be pretty decent. However, if you're department's head plays favors and is bureaucratic, then you're pretty screwed.,The pay at BNP Paribas in my opinion is probably 25-35% below market. However, benefits (PTO, health, dental, etc.) are pretty good. If you can, work in any function other than operations.",BNP Paribas,3.0,"Ops analyst (Employé actuel), ",4.0,4.0,3.0,2.0,3 juin 2013
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
Exciting but personally a highly stressing environment,The City of London,"Although there were times in the month by which certain functions needed to be inputted, there wasn't really a typical day.,I learned how to put together a market report for clients. I had never done this sort of research before and I found it extremely satisfying when it was complete.,My co-workers were incredibly hard working, pleasant, interesting and good fun.,The hardest part of my job was having an almost four hour journey to and from work and working overtime also.,I thoroughly enjoyed the excitement of working in the ""city"" though the travel was tiring.",BNP Paribas,5.0,"Senior Administrator (Ancien employé), ",5.0,2.0,5.0,5.0,21 mai 2013
good company to be a part,Chennai,"good company to work,gain experience,good management,good work culture and value",BNP Paribas,4.0,"Software Developer (Employé actuel), ",4.0,4.0,5.0,3.0,6 mai 2013
Trimmed $80 billion from the balance sheet. Not really in growth mode.,"New York, NY",Not a place to go currently if you are looking for growth or stability.,BNP Paribas,3.0,"Vice President (Ancien employé), ",2.0,4.0,3.0,2.0,1 mai 2013
The project schedules the reports developed in Business Objects (BO). The webi report template is extracted from the server and exported to either pdf,"Jersey City, NJ","The project schedules the reports developed in Business Objects (BO). The webi report template is extracted from the server and exported to either pdf or excel format depending on the configuration set for the report while scheduling. The exported files are password protected. After exporting, the report is mailed to respective recipients set while scheduling.",BNP Paribas,4.0,"Lead .NET Application Developer (Ancien employé), ",4.0,4.0,4.0,4.0,5 avril 2013
Very Productive company.,"787 7th ave. NY,NY 10019",Fast paced environment. Can learn a lot from the company. The client included the out sourced employees in many activities.,BNP Paribas,2.0,"General Service Lead/Mail Clerk (Ancien employé), ",4.0,2.0,1.0,2.0,27 mars 2013
buona,lugano,"buona, troppa burocrazia, i miei colleghi erano molto gentili e competenti e mi sono trovata bene.",BNP Paribas,5.0,"assistente (Ancien employé), ",4.0,4.0,2.0,2.0,27 mars 2013
Productive workforce,Lodnon,I am currently in the Proyect and Structured Finance team at BNP Paribas,BNP Paribas,3.0,"Analyst (Employé actuel), ",5.0,5.0,5.0,5.0,20 mars 2013
Challenging work,"Jersey City, NJ",Good place to work and can challenge you on a daily basis with potential for growth.,BNP Paribas,0.0,"Assistant Vice President (Employé actuel), ",0.0,0.0,0.0,0.0,14 février 2013
Excellent place to work and to learn,Abu Dhabi Branch,"I have been very lucky to work under the leadership of great people who assisted me and gave a nice environment to go through each of every place in my area of field.,I have learned almost every department's work and I have been backup of many people similar to my position.,It was quite difficult for me to manage some tasks in the beginning, however, later, when I spent time with efforts, I took over every difficult task and completed it with much precisely.,My colleagues are so helful and they gave me maximum knowledge with their best efforts and valuable advises and examples.",BNP Paribas,4.0,"Client Management Services (Employé actuel), ",4.0,2.0,4.0,3.0,5 février 2013
Buen ambiente en general,Madrid,He trabajado en la misma empresa en Paris y luego en Madrid. La diferencia en la valorcacion de tu trabajo y en la organisación es totalmente distinta.,BNP Paribas,3.0,"Secretaria de Direccion, commercial y de Marketing (Ancien employé), ",3.0,2.0,2.0,2.0,28 janvier 2013
Italian bank group with high skilled demands for staff,"Kyiv, Ukraine","My typical day at work,8:30 a.m. On the subway ride into the office, I listen to the news podcast.,8:50 a.m. Sitting down at my desk, I write down my to-dos for the day:,1) Review drafted [credit projects] discussion materials with my managing director.,2) Review valuation materials for transaction.,3) Send requested materials to risk managment team.,4) Discuss.,9 a.m. Conference call to discuss [initial offering] roadshow presentation.,9:30 a.m. Go to the cafeteria and grab oatmeal and much needed coffee.,10 a.m. I sit down with my director and an analyst to review valuation materials for a live transaction.,11 a.m. I review comments with the analyst and attempt to split the work. We realize that neither of us will be able to get to it until at least 4 p.m.,11:40 a.m. Managing director hangs up the phone and the window is open; analyst and I swoop in and seize the opportunity to review our materials. We receive comments, review what materials need to be created, and decide what can be leveraged from existing materials.,12:45 p.m. Grab lunch. As is the case almost 100 percent of the time when it is under my own control, the decision is to leave the building. I head out with some guys from the team and grab a sandwich nearby.,2:30 p.m. I send revised roadshow to the client and start reviewing the valuation materials.,5 p.m. Send revised materials to my director. I then check in with another analyst on the materials for our upcoming pitch.,During my work at Uni Credit I had learned the few next dogma's:,- keep it going;,- dont stop;,- be responsible.,Management were",BNP Paribas,2.0,"Major Corporate Relationship Manager (Employé actuel), ",4.0,3.0,4.0,3.0,26 janvier 2013
Nice and fun place to work but quite demanding,"London, ENG","Good, solid bank !! Again Learnt a lot. Although there was a bit too bureaucratic.",BNP Paribas,3.0,"Long-Term Internship (Ancien employé), ",4.0,3.0,4.0,4.0,25 janvier 2013
Great Place to learn,"Jersey City, NJ","BNP Paribas is an amazing financial company to grow and learn from. With great leadership and precise goal objectives, employees are able to maximize their potential. The company has great culture and amazing employees.",BNP Paribas,5.0,"IT Analyst, High Volume IT Help Desk Call Center (Employé actuel), ",5.0,5.0,5.0,5.0,14 janvier 2013
Productive and Professional,Bristol,"I worked as an administrator as part of a successful and profitable team of four people, managing a portfolio of 500 properties for the Company’s key client.,My role was wide and varied summarised below:,• Data management - ensuring Royal Mail /Post Office Limited’s portfolio database is up to date and accurate.,• Approval of service charge payments - checking service charge budgets against previous years.,• Assisting Surveyors with landlord and tenant issues - assisting colleagues with property disputes and assisting with investigating lease obligations, arranging parking permits/licences, invoice queries.,• Office management - responsible for monthly fee billing, filing structure, arranging inspections and supporting the team to ensure we function efficiently.",BNP Paribas,4.0,"Property Administrator (Ancien employé), ",4.0,4.0,2.0,2.0,8 janvier 2013
A HOMELY AND PLEASANT MANNER,"JERSEY CITY, NEW YERSEY","OVER ALL I WORKED WITH THE COMPANY IN A PLEASANT,WAY WITH THE SUPERIORS AND CO-WORKERS. ALWAYS,FINISH THE WORK AND LEAVE THE DESK. VERY GOOD,ATTENDANCE.",BNP Paribas,0.0,"Check Processing /Senior out Clearing Clerk (Ancien employé), ",0.0,0.0,0.0,0.0,19 décembre 2012
excellent firm to workwith.,DUBAI,Thoroughly loved my job there and i m looking foward for senior positions in the same field .,BNP Paribas,0.0,"AML/KYC/EDD Compliance analyst (Ancien employé), ",0.0,0.0,0.0,0.0,13 décembre 2012
Productive workplace,"Kosovo, H13","I did my intern in Teb Bank ( joint with BNP Paribas ) in Kosovo this summer. I worked there 5 days a week from 8:00 A.M. until 5:00 P.M. The bank was a great working place with a great staff. I gained lots of knowledge there which I think will be beneficial for me and for the company I wish to work for.,Bank was doing great and since the cash was growing a lot there they decided to open another branch in my city.",BNP Paribas,5.0,"Intern (Ancien employé), ",5.0,5.0,5.0,5.0,9 décembre 2012
Banker Monitor,"New York, NY",An index of money market interest rates paid on deposits at 100 banks in the United States. The index is comprised of the average of interest rates paid on different types of consumer savings on deposit.,BNP Paribas,5.0,"Banker Monitor (Ancien employé), ",5.0,5.0,5.0,5.0,5 décembre 2012
"Comfort, felix management, with lot of benifets.",Cairo / Egypt,"- To develop bank marketing strategies, by enhancing the sales of the branch. Supervising the sales team in the branch and ensuring the flow of sales planning.,- Replace and assist branch manager when on call or leave, with awareness of all bank operation issue.,- Ensure the spirit and teamwork between branch staff, in order to achieve the best result and therefore maximize profitability of the bank.,- Great helpful co-workers.",BNP Paribas,4.0,"Deputy Manager, Direct Sales Division (Ancien employé), ",4.0,4.0,4.0,4.0,25 novembre 2012
otima empresa para trabalhar,"Barueri, SP",Ganhei conhecimentos com atuação e migração de sistemas e documentação de sistemas,BNP Paribas,4.0,"Analista de Sistema Programador (Ancien employé), ",4.0,4.0,4.0,4.0,6 novembre 2012
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
Progressive Organization,"New York, NY"," Performed credit reviews of selected counterparties for all industry sectors to independently assess the adequacy of the assigned credit rating and the global recovery rates, Reviewed the transaction structure to ensure adherence to both local and global policies and verified that risks were adequately assessed during the credit process, Verified legal documentation including ISDAs, loan agreement and collateral agreements to ensure compliance with credit approvals and verified that financial and reporting covenants were in compliance as per the approvals, Assessed the risks posed by weaknesses identified during the audit process and crafted recommendations which closed out the findings ensuring that deficiencies in the credit process were rectified",BNP Paribas,5.0,"VICE PRESIDENT, Audit - Financing Activities (Ancien employé), ",5.0,5.0,4.0,5.0,4 novembre 2012
A market leader,"Jersey City, NJ",The hardest part of my job is finding new ways to improve legacy systems.,BNP Paribas,4.0,"Oracle DBA (Employé actuel), ",3.0,3.0,2.0,3.0,28 octobre 2012
Good business exposer,"New York, NY","Friendly business environment, good learning experience.",BNP Paribas,4.0,"Analyst (Ancien employé), ",4.0,4.0,4.0,4.0,22 octobre 2012
Nice place to work but too slow in advancement,"New York, NY","Nice place to work, Good work/life balance,Lack of advancement and evolution",BNP Paribas,3.0,"Senior Credit Analyst (Employé actuel), ",3.0,4.0,3.0,3.0,14 octobre 2012
Great benefits but lack of progression,"Scotland, Glasgow",The company could improve it's routes of progression for staff.,BNP Paribas,3.0,"Trade administartor (Ancien employé), ",3.0,4.0,2.0,1.0,13 octobre 2012
